feed_temperature_K,feed_pressure_kPa,feed_composition_benzene,n_stages,feed_stage,reflux_ratio,bottoms_rate_kmol_h,feed_vapor_fraction_q,column_pressure_kPa,relative_volatility,R_over_Rmin,N_over_Nmin,feed_stage_fraction,distillate_rate_kmol_h,bubble_point_T_K,dew_point_T_K,xD_benzene,xB_benzene,QC_kW,QR_kW
328.421,121.59,0.5286,20,3,1.5,62.0,-0.04344,121.59,11.01593,1.82653,28.31753,0.15,38.0,336.828,369.667,0.7,0.3,910.1722,938.2062
357.895,202.65,0.3571,30,9,1.7857,38.0,-0.0564,202.65,7.78328,2.90848,4.17138,0.3,62.0,368.81,396.496,0.719508,1e-06,2133.0574,2251.2822
378.947,202.65,0.4714,10,5,2.0714,30.0,0.60608,202.65,6.3562,2.93939,1.2542,0.5,70.0,360.419,390.99,0.717153,1e-06,2655.8346,2802.269
398.572,202.65,0.6123,12,4,1.7318,65.935,1.05741,202.65,5.41059,1.99247,11.61227,0.33333,34.065,351.942,382.914,0.710422,0.3,1150.1934,1186.1334
336.842,121.59,0.4714,15,6,2.6429,54.0,-0.01773,121.59,9.86953,3.40179,15.07164,0.4,46.0,340.274,372.546,0.749484,0.23456634,1599.3715,1662.9317
376.387,121.59,0.5562,26,16,2.2837,67.955,1.03007,121.59,6.47725,2.43466,24.73927,0.61538,32.045,335.275,368.185,0.753284,0.3,1004.0832,1038.9544
400.0,152.0,0.5286,25,13,2.9286,70.0,1.08294,152.0,5.33901,2.27286,19.63235,0.52,30.0,345.266,377.38,0.78342,0.3,1254.5005,1301.0344
324.211,121.59,0.5286,20,14,2.9286,62.0,-0.06519,121.59,11.67631,2.84551,23.58757,0.7,38.0,336.828,369.667,0.77495,0.3,1422.032,1474.3213
365.013,121.59,0.4158,16,7,2.4278,32.701,0.67507,121.59,7.21103,2.89022,2.12513,0.4375,67.299,343.97,375.142,0.742462,1e-06,2203.0326,2329.0301
328.421,121.59,0.4143,20,12,2.3571,62.0,-0.08087,121.59,11.01593,3.57479,20.00607,0.6,38.0,344.074,375.209,0.746242,0.21082833,1217.8809,1268.2744
398.072,101.325,0.3923,23,3,2.3965,58.327,1.10289,101.325,5.40426,1.33536,13.15347,0.13043,41.673,338.875,370.01,0.750781,0.13617706,1233.1803,1291.3268
357.895,101.325,0.4714,30,6,2.9286,38.0,0.73931,101.325,7.74456,3.55157,4.06363,0.2,62.0,333.603,366.46,0.785247,1e-06,2116.3763,2244.8119
395.655,101.325,0.6426,28,19,1.7165,52.71,1.14102,101.325,5.50597,1.95673,26.82188,0.67857,47.29,324.368,357.196,0.717777,0.3,1122.1148,1157.7934
400.0,202.65,0.3,20,13,2.0714,54.0,1.0037,202.65,5.35232,0.92485,2.26544,0.65,46.0,373.664,398.991,0.729922,1e-06,1743.5736,1841.4048
370.526,202.65,0.7,15,8,1.7857,38.0,0.78561,202.65,6.86451,2.75199,16.26924,0.53333,62.0,347.46,376.821,0.716828,0.3,2133.5595,2201.8173
336.842,101.325,0.3,25,8,3.5,70.0,-0.04801,101.325,9.85967,6.08337,15.7356,0.32,30.0,346.135,373.743,0.789753,0.09010565,1172.5679,1236.1129
349.474,202.65,0.3,25,21,1.5,70.0,-0.12499,202.65,8.52787,3.02707,19.40764,0.84,30.0,373.664,398.991,0.7,0.12857143,927.621,968.5553
357.52,101.325,0.489,24,18,3.4885,46.743,0.75527,101.325,7.77502,4.17955,15.10794,0.75,53.257,332.53,365.618,0.800732,0.13387303,2074.5693,2181.5885
389.384,121.59,0.5125,12,8,2.0177,37.992,1.06924,121.59,5.79396,1.87363,8.3874,0.66667,62.008,337.764,370.5,0.72065,0.17281363,1790.0063,1865.1774
349.474,101.325,0.4143,20,13,1.5,70.0,0.38268,101.325,8.48544,3.42449,24.66694,0.65,30.0,337.332,369.059,0.7,0.29183673,655.974,676.4843
378.947,121.59,0.4143,20,5,2.6429,38.0,1.01371,121.59,6.3309,1.83795,2.46721,0.25,62.0,344.074,375.209,0.758454,1e-06,2154.2387,2280.1687
362.768,152.0,0.692,18,14,2.7647,48.335,0.85435,152.0,7.38524,4.09212,17.4672,0.77778,51.665,336.688,367.214,0.77086,0.3,2072.2537,2147.4791
328.421,101.325,0.5286,25,19,1.7857,70.0,-0.00935,101.325,11.00492,2.15113,33.39895,0.76,30.0,330.231,363.646,0.720697,0.3,729.7599,753.4042
358.541,152.0,0.604,10,5,3.406,46.646,0.54645,152.0,7.71171,5.24592,10.53169,0.5,53.354,341.054,373.055,0.748817,0.3,2508.7275,2595.4733
336.466,202.65,0.348,19,4,3.3002,44.085,-0.17094,202.65,9.95601,4.68151,2.90026,0.21053,55.915,369.55,396.903,0.775589,1e-06,2956.7,3134.2482
400.0,152.0,0.5857,20,11,1.5,62.0,1.09477,152.0,5.33901,1.62671,19.76918,0.55,38.0,342.031,374.153,0.7,0.3,1017.7503,1048.6396
324.211,152.0,0.3,30,23,2.3571,70.0,-0.19399,152.0,11.69381,4.41873,22.90291,0.76667,30.0,361.758,388.037,0.750223,0.10704734,1074.6471,1128.2376
324.826,121.59,0.6712,28,22,2.8125,48.489,-0.02395,121.59,11.57563,1.56957,31.64965,0.78571,51.511,329.462,361.194,0.78905,0.3,1868.6399,1939.3914
371.855,152.0,0.5115,23,17,3.0404,42.219,0.79883,152.0,6.76252,3.44675,14.09169,0.73913,57.781,346.291,378.292,0.784146,0.13827143,2484.692,2608.6619
355.601,121.59,0.6781,12,6,3.3908,46.809,0.83775,121.59,7.94254,5.56787,12.26437,0.5,53.191,329.144,360.725,0.764995,0.3,2226.506,2306.3158
334.625,152.0,0.3866,29,3,2.0587,59.115,-0.10378,152.0,10.16628,3.27944,23.96785,0.10345,40.885,354.711,384.342,0.736615,0.14460878,1335.8078,1396.8995
374.737,121.59,0.5857,25,20,1.7857,46.0,1.03011,121.59,6.57498,2.26904,26.17007,0.8,54.0,333.686,366.525,0.721471,0.3,1438.9185,1485.3544
336.842,121.59,0.7,20,6,2.3571,30.0,0.28011,121.59,9.86953,1.8404,23.17351,0.3,70.0,328.15,359.18,0.755584,0.3,2241.9013,2320.6869
395.789,101.325,0.5286,25,3,2.3571,38.0,1.11786,101.325,5.50023,1.93363,15.21481,0.12,62.0,330.231,363.646,0.755627,0.15811157,1812.7419,1895.9784
378.947,121.59,0.5857,25,13,2.3571,70.0,1.04555,121.59,6.3309,2.57923,23.21371,0.52,30.0,333.686,366.525,0.757707,0.3,960.7162,994.3842
370.526,152.0,0.7,20,9,3.2143,62.0,1.01429,152.0,6.84744,4.08945,17.46718,0.45,38.0,336.316,366.629,0.795035,0.3,1703.0052,1768.0416
365.151,152.0,0.3513,30,13,2.8016,37.602,0.27085,152.0,7.21202,3.95914,3.94077,0.43333,62.398,357.447,385.891,0.772996,1e-06,2526.82,2677.7371
378.947,202.65,0.4143,20,10,2.6429,62.0,0.49391,202.65,6.3562,3.23482,14.73798,0.5,38.0,364.416,393.838,0.758454,0.20334395,1704.5389,1777.476
320.0,121.59,0.3571,15,9,2.9286,30.0,-0.14617,121.59,12.40537,5.00046,2.52886,0.6,70.0,348.29,377.689,0.754146,1e-06,2623.7385,2776.6302
349.474,101.325,0.3571,25,14,2.3571,46.0,0.26641,101.325,8.48544,4.36713,3.58522,0.56,54.0,341.482,371.478,0.749389,1e-06,1579.5366,1670.8155
387.368,121.59,0.7,15,11,3.2143,70.0,1.10336,121.59,5.89078,3.6194,12.6824,0.73333,30.0,328.15,359.18,0.777328,0.3,1204.1822,1248.2582
371.009,202.65,0.6319,20,6,2.1169,56.609,0.65418,202.65,6.83337,3.05763,20.29051,0.3,43.391,350.895,381.641,0.740199,0.3,1667.7282,1724.1677
364.352,121.59,0.624,23,7,3.026,50.107,1.00039,121.59,7.25841,3.76435,20.99921,0.30435,49.893,331.73,364.244,0.7898,0.3,1911.2798,1983.5297
374.434,101.325,0.4855,18,4,1.9392,62.636,1.0317,101.325,6.58665,1.84737,18.66459,0.22222,37.364,332.74,365.787,0.725244,0.3,958.676,989.8352
336.842,121.59,0.4714,20,11,3.5,46.0,-0.01773,121.59,9.86953,3.99553,12.806,0.55,54.0,340.274,372.546,0.791274,0.0959577,2311.8174,2436.2591
336.842,121.59,0.6429,20,3,3.2143,38.0,0.18719,121.59,9.86953,2.60122,20.97187,0.15,62.0,330.804,363.059,0.79184,0.3,2485.6862,2580.2823
395.789,121.59,0.6429,15,11,2.9286,54.0,1.12001,121.59,5.50573,2.96101,12.60049,0.73333,46.0,330.804,363.059,0.765545,0.3,1722.7723,1784.3262
336.842,121.59,0.5286,30,21,1.5,38.0,0.00042,121.59,9.86953,1.87256,35.1874,0.7,62.0,336.828,369.667,0.7,0.24887217,1485.0371,1536.5285
370.526,202.65,0.5286,15,4,2.9286,54.0,0.44171,202.65,6.86451,4.03498,14.40892,0.26667,46.0,356.766,387.919,0.760985,0.3,2224.7793,2303.8671
324.211,152.0,0.4714,20,16,2.9286,30.0,-0.12706,152.0,11.69381,3.22639,3.2709,0.8,70.0,348.802,380.342,0.772148,1e-06,2929.4792,3104.475
353.684,101.325,0.6429,30,17,2.6429,30.0,0.89357,101.325,8.09996,4.1159,29.68158,0.56667,70.0,324.354,357.178,0.780229,0.3,2216.5437,2298.6987
322.123,101.325,0.6184,25,14,3.3851,50.49,-0.01758,101.325,12.01668,2.31696,27.25206,0.56,49.51,325.525,358.674,0.807451,0.3,1883.1761,1957.2555
324.211,121.59,0.4143,20,11,1.5,30.0,-0.10263,121.59,11.67631,2.67396,3.3521,0.55,70.0,344.074,375.209,0.7,1e-06,1676.6267,1766.9552
324.211,152.0,0.3571,10,6,2.3571,38.0,-0.16933,152.0,11.69381,4.24481,1.66464,0.6,62.0,356.984,385.64,0.722475,1e-06,2225.7636,2349.7994
349.474,202.65,0.3,25,15,1.7857,38.0,-0.12499,202.65,8.52787,3.34946,3.63324,0.6,62.0,373.664,398.991,0.717602,1e-06,2133.346,2251.363
349.474,101.325,0.4143,30,25,2.3571,30.0,0.38268,101.325,8.48544,4.28365,4.29416,0.83333,70.0,337.332,369.059,0.754638,1e-06,2046.7205,2165.8642
324.211,121.59,0.5286,30,12,2.0714,54.0,-0.06519,121.59,11.67631,2.19947,38.77403,0.4,46.0,336.828,369.667,0.741571,0.3,1349.2992,1395.3178
386.402,202.65,0.3983,15,3,3.2191,68.883,0.71726,202.65,5.96206,2.80762,11.33073,0.2,31.117,365.604,394.6,0.763727,0.23319264,1615.9357,1681.9862
400.0,202.65,0.5857,20,10,3.2143,54.0,1.05654,202.65,5.35232,2.83574,15.50338,0.5,46.0,353.412,384.579,0.788646,0.3,2381.5418,2471.2273
332.632,101.325,0.3571,30,27,2.3571,54.0,-0.04573,101.325,10.40561,4.26985,14.10368,0.9,46.0,341.482,371.478,0.75243,0.02041636,1345.1952,1421.2353
336.842,121.59,0.5286,25,5,1.7857,38.0,0.00042,121.59,9.86953,2.09028,25.52502,0.2,62.0,336.828,369.667,0.720697,0.21510296,1652.1233,1716.4266
320.0,121.59,0.3,25,6,2.3571,70.0,-0.17049,121.59,12.40537,4.78612,19.7186,0.24,30.0,352.999,380.011,0.747309,0.108296,961.3766,1008.9709
326.195,101.325,0.6889,22,13,2.1977,47.246,0.12354,101.325,11.34571,1.49828,27.55456,0.59091,52.754,322.255,354.147,0.748744,0.3,1469.8807,1520.7456
378.947,121.59,0.5857,15,12,3.5,70.0,1.04555,121.59,6.3309,3.60716,13.09954,0.8,30.0,333.686,366.525,0.780036,0.3,1285.527,1332.9706
341.053,121.59,0.3571,25,20,2.3571,70.0,-0.03739,121.59,9.37041,4.05834,21.92277,0.8,30.0,348.29,377.689,0.749389,0.18903742,961.2588,1002.8612
341.053,121.59,0.5286,25,5,2.0714,54.0,0.12864,121.59,9.37041,2.72227,29.61449,0.2,46.0,336.828,369.667,0.739159,0.3,1349.574,1395.2383
400.0,152.0,0.5286,10,3,1.7857,54.0,1.08294,152.0,5.33901,1.66528,9.62744,0.3,46.0,345.266,377.38,0.709418,0.3,1371.7842,1414.6044
332.632,121.59,0.3,25,15,2.9286,46.0,-0.10523,121.59,10.41601,5.33252,3.89799,0.6,54.0,352.999,380.011,0.770946,1e-06,2021.4043,2141.965
353.684,121.59,0.5286,15,4,2.9286,46.0,0.5133,121.59,8.10806,4.97321,14.10072,0.26667,54.0,336.828,369.667,0.760985,0.2557379,2023.0131,2101.8386
327.18,202.65,0.3564,20,14,2.2104,50.869,-0.2,202.65,11.24868,3.5322,3.25958,0.7,49.131,368.869,396.529,0.737796,1e-06,1945.2388,2056.2024
370.526,152.0,0.7,15,4,2.3571,30.0,1.01429,152.0,6.84744,3.49669,15.02542,0.26667,70.0,336.316,366.629,0.745228,0.3,2508.6692,2594.5789
374.737,202.65,0.6429,25,18,1.7857,30.0,0.79824,202.65,6.60125,2.77346,26.16943,0.72,70.0,350.321,380.908,0.722245,0.3,2407.8503,2485.9327
341.053,121.59,0.5857,15,12,2.3571,62.0,0.22434,121.59,9.37041,2.86574,17.62163,0.8,38.0,333.686,366.525,0.742187,0.3,1218.2944,1259.7889
332.632,121.59,0.5286,10,4,2.3571,30.0,-0.02168,121.59,10.41601,2.69017,6.5727,0.4,70.0,336.828,369.667,0.725314,0.06950656,2247.1215,2360.6345
341.053,121.59,0.5286,25,11,3.5,46.0,0.12864,121.59,9.37041,3.80829,20.0773,0.44,54.0,336.828,369.667,0.805534,0.20344107,2309.2765,2416.9898
374.737,121.59,0.3,25,11,1.5,62.0,0.80474,121.59,6.57498,0.98314,12.74458,0.44,38.0,352.999,380.011,0.7,0.05483871,910.2148,955.2146
374.737,121.59,0.5857,20,11,2.9286,70.0,1.03011,121.59,6.57498,3.16127,17.93665,0.55,30.0,333.686,366.525,0.777752,0.3,1122.4858,1163.6973
328.421,101.325,0.4143,15,5,1.5,46.0,-0.04604,101.325,11.00492,2.85996,10.88528,0.33333,54.0,337.332,369.059,0.7,0.07888199,1180.7135,1237.1298
374.737,202.65,0.6429,15,12,2.9286,30.0,0.79824,202.65,6.60125,3.94468,13.94099,0.8,70.0,350.321,380.908,0.765545,0.3,3384.348,3505.8635
323.083,202.65,0.3742,16,8,1.8496,53.914,-0.2,202.65,11.91179,3.07263,11.78699,0.5,46.086,367.457,395.723,0.717348,0.08078544,1622.1153,1701.94
349.474,202.65,0.3571,25,19,1.5,62.0,-0.0999,202.65,8.52787,2.6908,20.56482,0.76,38.0,368.81,396.496,0.7,0.14700461,1175.0072,1225.1031
357.895,202.65,0.4143,25,18,1.5,54.0,-0.03369,202.65,7.78328,2.32036,21.14076,0.72,46.0,364.416,393.838,0.7,0.17089947,1422.408,1480.3044
387.368,202.65,0.3,15,11,1.7857,30.0,0.5411,202.65,5.91432,1.53081,1.81059,0.73333,70.0,373.664,398.991,0.712868,1e-06,2409.5689,2541.6117
374.737,202.65,0.3,15,3,2.0714,30.0,0.04235,202.65,6.60125,3.19906,1.91514,0.2,70.0,373.664,398.991,0.724347,1e-06,2654.3324,2802.3753
387.368,202.65,0.7,30,18,3.2143,46.0,1.03867,202.65,5.91432,3.37522,23.06033,0.6,54.0,347.46,376.821,0.812289,0.3,2790.581,2901.0959
344.304,152.0,0.4151,14,7,2.3822,67.994,-0.04301,152.0,9.02758,3.53345,15.01492,0.5,32.006,352.627,383.044,0.736205,0.2640121,1156.3451,1198.4865
324.211,152.0,0.3,30,16,1.7857,38.0,-0.19399,152.0,11.69381,3.80763,5.0003,0.53333,62.0,361.758,388.037,0.718686,1e-06,1847.4325,1949.8882
362.792,101.325,0.4393,30,19,3.4561,52.248,0.84043,101.325,7.36506,3.10494,16.90611,0.63333,47.752,335.651,367.945,0.803966,0.10602832,1846.2399,1945.9221
378.947,202.65,0.6429,20,14,2.0714,38.0,0.93589,202.65,6.3562,2.86095,19.65455,0.7,62.0,350.321,380.908,0.737814,0.3,2348.5928,2427.6253
349.474,202.65,0.3,15,8,2.9286,62.0,-0.12499,202.65,8.52787,4.82993,6.62156,0.53333,38.0,373.664,398.991,0.751866,0.02304994,1839.0904,1942.716
353.684,101.325,0.6429,25,22,1.7857,54.0,0.89357,101.325,8.09996,3.43359,29.00648,0.88,46.0,324.354,357.178,0.722245,0.3,1118.8734,1155.0816
372.7,152.0,0.5076,10,7,1.5241,40.295,0.81867,152.0,6.70948,2.15011,9.02208,0.7,59.705,346.528,378.497,0.700825,0.22121255,1614.287,1673.617
341.053,121.59,0.3571,30,15,2.0714,46.0,-0.03739,121.59,9.37041,3.73575,4.52169,0.5,54.0,348.29,377.689,0.736909,1e-06,1584.5401,1674.5862
341.053,121.59,0.5286,30,5,1.7857,38.0,0.12864,121.59,9.37041,2.48025,29.68811,0.16667,62.0,336.828,369.667,0.721972,0.21302328,1651.9672,1716.6713
341.053,121.59,0.3571,10,5,2.9286,46.0,-0.03739,121.59,9.37041,5.34677,1.50891,0.5,54.0,348.29,377.689,0.733704,1e-06,2027.2409,2141.903
328.421,101.325,0.4714,25,19,1.5,30.0,-0.02678,101.325,11.00492,2.36633,4.08916,0.76,70.0,333.603,366.46,0.7,1e-06,1530.5628,1612.9389
400.0,202.65,0.3571,10,6,2.6429,70.0,1.01285,202.65,5.35232,1.4757,7.03299,0.6,30.0,368.81,396.496,0.72841,0.19802856,1348.8461,1403.7027
353.684,121.59,0.7,10,7,2.9286,62.0,0.82288,121.59,8.10806,5.19811,10.98712,0.7,38.0,328.15,359.18,0.742218,0.3,1425.6843,1474.1413
357.895,101.325,0.7,20,16,3.2143,30.0,1.01658,101.325,7.74456,4.58012,18.58496,0.8,70.0,321.771,353.373,0.795035,0.3,2561.3035,2659.2695
395.789,121.59,0.6429,25,15,2.6429,54.0,1.12001,121.59,5.50573,2.60353,20.43,0.6,46.0,330.804,363.059,0.775574,0.3,1596.2488,1654.5347
353.684,101.325,0.4143,25,16,2.6429,38.0,0.51539,101.325,8.09996,3.95901,3.48733,0.64,62.0,337.332,369.059,0.76506,1e-06,1965.515,2081.5794
332.632,121.59,0.3571,15,8,2.3571,38.0,-0.0809,121.59,10.41601,4.32484,2.3684,0.53333,62.0,348.29,377.689,0.736106,1e-06,1988.6365,2101.5574
349.957,121.59,0.647,22,14,2.5401,42.589,0.60118,121.59,8.44799,3.87059,23.06299,0.63636,57.411,330.606,362.794,0.766432,0.3,1937.3446,2007.0348
320.0,121.59,0.3,10,4,3.5,30.0,-0.17049,121.59,12.40537,7.29804,1.6939,0.4,70.0,352.999,380.011,0.740843,1e-06,3008.4581,3180.5064
341.053,152.0,0.3571,30,10,2.6429,38.0,-0.08231,152.0,9.38445,4.068,4.47724,0.33333,62.0,356.984,385.64,0.766276,1e-06,2407.0762,2549.6788
387.368,202.65,0.5286,30,26,3.5,46.0,0.98233,202.65,5.91432,2.962,18.54033,0.86667,54.0,356.766,387.919,0.812034,0.19581144,2979.81,3121.9223
374.737,202.65,0.4714,30,8,3.2143,30.0,0.46835,202.65,6.60125,3.94333,3.72869,0.26667,70.0,360.419,390.99,0.797191,1e-06,3621.5855,3845.0414
320.0,202.65,0.3,25,12,2.6429,38.0,-0.2,202.65,12.45495,4.89232,4.21277,0.48,62.0,373.664,398.991,0.759802,1e-06,2780.6589,2944.2242
397.5,121.59,0.5999,30,3,2.5081,43.561,1.11661,121.59,5.43341,2.30441,24.65655,0.1,56.439,332.948,365.698,0.770666,0.3,1886.7595,1954.987
324.211,152.0,0.5286,10,3,3.2143,38.0,-0.10878,152.0,11.69381,3.19083,9.48975,0.3,62.0,345.266,377.38,0.74328,0.17825823,2789.5997,2911.2946
328.421,101.325,0.4143,30,24,2.3571,30.0,-0.04604,101.325,11.00492,3.66314,4.81627,0.8,70.0,337.332,369.059,0.754638,1e-06,2046.6933,2165.9549
353.684,121.59,0.7,25,10,2.3571,46.0,0.82288,121.59,8.10806,3.89753,26.0275,0.4,54.0,328.15,359.18,0.761866,0.3,1728.6548,1790.1553
387.368,121.59,0.3571,10,6,2.3571,70.0,1.03549,121.59,5.89078,1.3634,7.58022,0.6,30.0,348.29,377.689,0.722475,0.2005721,963.3204,1001.7873
357.895,202.65,0.3571,25,10,3.5,46.0,-0.0564,202.65,7.78328,4.48494,3.38323,0.4,54.0,368.81,396.496,0.793699,1e-06,2983.9697,3167.4096
370.526,202.65,0.4714,30,26,1.7857,46.0,0.33063,202.65,6.86451,2.83919,23.31931,0.86667,54.0,360.419,390.99,0.721151,0.17827671,1857.6251,1935.18
336.842,101.325,0.4714,15,6,2.0714,62.0,0.09857,101.325,9.85967,3.4247,18.76226,0.4,38.0,333.603,366.46,0.727558,0.3,1018.6382,1052.1653
353.684,121.59,0.5286,30,6,2.3571,30.0,0.5133,121.59,8.10806,4.03043,4.19606,0.2,70.0,336.828,369.667,0.759053,1e-06,2241.3126,2372.5632
395.789,101.325,0.3,15,7,2.6429,54.0,1.08084,101.325,5.50023,1.07991,1.71843,0.46667,46.0,346.135,373.743,0.743719,1e-06,1460.7377,1544.2361
336.842,101.325,0.7,10,4,2.3571,38.0,0.47691,101.325,9.85967,2.91402,12.48768,0.4,62.0,321.771,353.373,0.728152,0.3,1816.521,1876.343
341.053,121.59,0.5857,10,3,2.0714,62.0,0.22434,121.59,9.37041,2.71014,12.54051,0.3,38.0,333.686,366.525,0.718486,0.3,1116.6478,1152.5699
382.39,152.0,0.6612,14,11,2.9335,53.927,1.04771,152.0,6.1529,3.52597,12.63596,0.78571,46.073,338.157,369.377,0.762378,0.3,1932.1275,2000.8167
378.947,202.65,0.4714,20,13,1.7857,54.0,0.60608,202.65,6.3562,2.52759,18.753,0.65,46.0,360.419,390.99,0.717901,0.26147094,1582.8354,1638.2914
332.632,121.59,0.3571,30,14,2.0714,70.0,-0.0809,121.59,10.41601,3.78891,28.67384,0.46667,30.0,348.29,377.689,0.736909,0.19438604,880.2836,917.1911
349.474,202.65,0.4714,30,3,2.3571,54.0,-0.05655,202.65,8.52787,2.62518,27.32195,0.1,46.0,360.419,390.99,0.756846,0.22829548,1901.7413,1979.4243
400.0,202.65,0.3,10,4,1.5,30.0,1.0037,202.65,5.35232,0.71194,1.14407,0.4,70.0,373.664,398.991,0.7,1e-06,2164.6002,2280.8481
400.0,152.0,0.4714,30,17,2.3571,46.0,1.07208,152.0,5.33901,1.69311,16.856,0.56667,54.0,348.802,380.342,0.756846,0.1363737,1933.5642,2025.8242
324.211,121.59,0.6429,30,14,2.3571,70.0,-0.03407,121.59,11.67631,1.55374,36.51488,0.46667,30.0,330.804,363.059,0.763468,0.3,960.2155,994.6288
400.0,202.65,0.3571,25,20,3.2143,46.0,1.01285,202.65,5.35232,1.60264,2.77603,0.8,54.0,368.81,396.496,0.784442,1e-06,2796.5896,2966.0521
353.684,121.59,0.3571,30,3,2.3571,62.0,0.18348,121.59,8.10806,4.15242,19.90952,0.1,38.0,348.29,377.689,0.75243,0.1148698,1217.3294,1277.1896
370.739,121.59,0.6502,13,3,2.7027,32.349,1.0299,121.59,6.8235,3.67836,12.81811,0.23077,67.651,330.45,362.585,0.750321,0.3,2390.7421,2473.5614
353.998,101.325,0.5913,17,14,2.4785,58.211,0.81261,101.325,8.07244,4.16391,18.13426,0.82353,41.789,326.874,360.253,0.752227,0.3,1266.307,1310.3457
395.907,152.0,0.3614,25,14,2.7262,35.543,1.03833,152.0,5.50893,1.41545,2.84351,0.56,64.457,356.647,385.455,0.766171,1e-06,2559.8325,2711.0724
349.474,101.325,0.3571,25,19,1.5,30.0,0.26641,101.325,8.48544,3.42256,3.64588,0.76,70.0,341.482,371.478,0.7,1e-06,1530.5798,1612.8821
387.017,202.65,0.6282,29,8,2.0732,56.218,1.01882,202.65,5.93157,2.46941,26.97294,0.27586,43.782,351.091,381.885,0.743984,0.3,1658.6603,1715.1665
378.947,202.65,0.5286,20,16,3.2143,30.0,0.71202,202.65,6.3562,3.77138,2.44743,0.8,70.0,356.766,387.919,0.785452,1e-06,3624.8923,3844.9935
398.511,121.59,0.6042,14,3,1.6887,40.533,1.12124,121.59,5.39155,1.82528,13.53395,0.21429,59.467,332.728,365.444,0.710034,0.3,1530.7872,1578.6611
370.526,152.0,0.3,15,9,2.9286,70.0,0.33367,152.0,6.84744,3.49161,8.91442,0.6,30.0,361.758,388.037,0.751866,0.10634319,1257.4897,1320.0685
398.059,202.65,0.3285,26,8,2.1853,41.499,1.00108,202.65,5.43181,1.0852,2.96006,0.30769,58.501,371.179,397.764,0.74053,1e-06,2297.7277,2428.7001
320.0,202.65,0.3,10,5,3.2143,30.0,-0.2,202.65,12.45495,6.51202,1.69897,0.5,70.0,373.664,398.991,0.736808,1e-06,3638.3957,3845.4553
320.0,121.59,0.4143,10,4,1.7857,30.0,-0.12438,121.59,12.40537,3.04575,1.71247,0.4,70.0,344.074,375.209,0.708714,1e-06,1866.9871,1968.9021
