feed_temperature_K,feed_pressure_kPa,feed_composition_benzene,n_stages,feed_stage,reflux_ratio,bottoms_rate_kmol_h,feed_vapor_fraction_q,column_pressure_kPa,relative_volatility,R_over_Rmin,N_over_Nmin,feed_stage_fraction,distillate_rate_kmol_h,bubble_point_T_K,dew_point_T_K,xD_benzene,xB_benzene,QC_kW,QR_kW
360.655,202.65,0.573,10,4,2.5636,61.821,0.20898,202.65,7.56403,2.89767,10.95206,0.4,38.179,354.133,385.346,0.7311,0.3,1678.8535,1734.5621
341.053,152.0,0.4714,25,19,2.6429,46.0,-0.04004,152.0,9.38445,3.05331,17.74964,0.76,54.0,348.802,380.342,0.767688,0.12364523,2096.2666,2200.6301
349.474,101.325,0.7,30,26,2.0714,46.0,0.87662,101.325,8.48544,3.91943,33.30902,0.86667,54.0,321.771,353.373,0.746233,0.3,1445.4861,1495.0829
370.526,152.0,0.4143,25,7,2.6429,46.0,0.58686,152.0,6.84744,3.12497,6.71126,0.28,54.0,352.689,383.084,0.76506,0.00250747,2096.7329,2220.1148
328.421,121.59,0.5857,25,10,2.6429,54.0,-0.0272,121.59,11.01593,2.14958,28.94511,0.4,46.0,333.686,366.525,0.772946,0.3,1596.4738,1654.866
395.789,121.59,0.3,15,9,2.6429,54.0,1.05785,121.59,5.50573,1.10372,1.71944,0.6,46.0,352.999,380.011,0.743719,1e-06,1600.1483,1691.6583
353.684,121.59,0.3571,15,8,3.2143,38.0,0.18348,121.59,8.10806,5.47546,2.09597,0.53333,62.0,348.29,377.689,0.761732,1e-06,2491.4783,2638.007
320.0,121.59,0.4143,15,9,2.0714,54.0,-0.12438,121.59,12.40537,3.30858,13.86337,0.6,46.0,344.074,375.209,0.726487,0.14833618,1350.8523,1411.151
349.474,101.325,0.3571,10,6,2.0714,30.0,0.26641,101.325,8.48544,4.40003,1.45078,0.6,70.0,341.482,371.478,0.715821,1e-06,1878.1376,1981.5488
349.474,101.325,0.7,15,4,3.5,46.0,0.87662,101.325,8.48544,5.74188,14.93876,0.26667,54.0,321.771,353.373,0.785804,0.3,2111.3246,2190.5257
387.368,202.65,0.7,20,12,2.3571,38.0,1.03867,202.65,5.91432,2.88854,17.99036,0.6,62.0,347.46,376.821,0.755584,0.3,2563.5659,2653.3984
354.522,152.0,0.6087,20,9,2.3279,45.709,0.4292,152.0,8.04706,3.14941,21.36904,0.45,54.291,340.804,372.764,0.751085,0.3,1927.8115,1994.8178
352.4,202.65,0.4408,10,3,2.1897,45.155,-0.05226,202.65,8.2553,2.96622,6.76701,0.3,54.845,362.514,392.541,0.719818,0.10194748,2160.4701,2263.3067
370.526,152.0,0.4143,15,4,2.9286,70.0,0.58686,152.0,6.84744,3.55025,13.48675,0.26667,30.0,352.689,383.084,0.756426,0.26765436,1257.0616,1304.3677
332.632,121.59,0.3,15,3,1.7857,54.0,-0.10523,121.59,10.41601,4.12896,2.38713,0.2,46.0,352.999,380.011,0.712868,1e-06,1226.4788,1293.8714
320.0,202.65,0.7,20,9,3.5,54.0,-0.14187,202.65,12.45495,1.46739,22.24061,0.45,46.0,347.46,376.821,0.805453,0.3,2539.5539,2639.2382
337.146,101.325,0.3754,29,6,3.1206,40.476,-0.01529,101.325,9.82215,4.79008,4.38206,0.2069,59.524,340.105,370.723,0.786507,1e-06,2130.9397,2260.6351
328.421,101.325,0.5286,10,6,2.6429,70.0,-0.00935,101.325,11.00492,3.07729,12.94943,0.6,30.0,330.231,363.646,0.731998,0.3,953.4719,985.2185
332.632,121.59,0.7,10,4,2.3571,30.0,0.14442,121.59,10.41601,1.60487,12.78721,0.4,70.0,328.15,359.18,0.728152,0.3,2246.6425,2320.7067
341.053,152.0,0.4714,30,9,1.7857,46.0,-0.04004,152.0,9.38445,2.37311,27.10452,0.3,54.0,348.802,380.342,0.721151,0.17827671,1608.7884,1676.0781
374.737,121.59,0.3,20,5,3.2143,30.0,0.80474,121.59,6.57498,1.79775,2.50452,0.25,70.0,352.999,380.011,0.772674,1e-06,2810.6046,2978.3212
324.067,202.65,0.5183,27,10,3.3585,57.409,-0.17221,202.65,11.74679,2.7518,29.55749,0.37037,42.591,357.398,388.488,0.802678,0.3,2277.9019,2366.8762
374.737,202.65,0.4714,20,6,2.3571,62.0,0.46835,202.65,6.60125,3.35122,19.49787,0.3,38.0,360.419,390.99,0.748111,0.3,1572.1057,1626.3382
347.658,152.0,0.4581,17,7,3.3118,44.077,-0.01042,152.0,8.68343,3.89484,8.97018,0.41176,55.923,349.676,381.0,0.776168,0.05453825,2567.8874,2711.1658
357.895,202.65,0.4143,30,15,3.5,70.0,-0.03369,202.65,7.78328,3.93143,24.41112,0.5,30.0,364.416,393.838,0.803657,0.24741218,1656.482,1727.9221
355.027,101.325,0.5744,30,11,1.5791,44.783,0.8154,101.325,7.98347,3.02979,36.1098,0.36667,55.217,327.747,361.203,0.706528,0.3,1244.9583,1283.7235
324.206,152.0,0.3984,18,5,2.4449,40.538,-0.15312,152.0,11.69455,3.59908,2.97172,0.27778,59.462,353.842,383.814,0.746427,1e-06,2186.4408,2312.5319
324.211,152.0,0.3571,30,19,1.5,46.0,-0.16933,152.0,11.69381,2.95906,5.03122,0.63333,54.0,356.984,385.64,0.7,1e-06,1446.0945,1524.1242
374.737,202.65,0.5857,25,4,3.2143,38.0,0.68422,202.65,6.60125,3.93554,18.57426,0.16,62.0,353.412,384.579,0.798664,0.23827011,3207.34,3346.3705
349.474,101.325,0.7,20,12,2.3571,38.0,0.87662,101.325,8.48544,4.30405,21.6441,0.6,62.0,321.771,353.373,0.755584,0.3,1812.6991,1876.2886
395.789,121.59,0.3571,15,3,2.9286,30.0,1.06637,121.59,5.50573,1.49257,1.71306,0.2,70.0,348.29,377.689,0.754146,1e-06,2623.8457,2776.2727
320.0,121.59,0.3571,25,14,2.6429,54.0,-0.14617,121.59,12.40537,4.38226,11.27077,0.56,46.0,348.29,377.689,0.762431,0.01189732,1597.7387,1690.5255
369.423,121.59,0.6186,23,17,2.5665,45.069,1.01778,121.59,6.90912,3.19307,21.74348,0.73913,54.931,331.996,364.573,0.768033,0.3,1867.2286,1934.5197
386.998,202.65,0.3881,12,7,1.5325,54.498,0.71843,202.65,5.93252,1.51507,7.66994,0.58333,45.502,366.379,395.079,0.701307,0.12652198,1425.1978,1488.0013
349.599,101.325,0.4765,23,11,1.7833,32.686,0.49524,101.325,8.47353,3.75202,3.33089,0.47826,67.314,333.291,366.22,0.719144,1e-06,1636.2197,1726.6992
320.0,121.59,0.3,10,3,2.6429,62.0,-0.17049,121.59,12.40537,5.84236,5.98471,0.3,38.0,352.999,380.011,0.727213,0.03815956,1323.4475,1393.8894
389.947,101.325,0.3471,17,4,2.3287,59.941,1.06623,101.325,5.76173,1.20307,8.73777,0.23529,40.059,342.258,371.885,0.738513,0.08557418,1162.8692,1221.1305
387.368,121.59,0.3571,15,9,1.7857,46.0,1.03549,121.59,5.89078,1.05369,1.80618,0.6,54.0,348.29,377.689,0.713434,1e-06,1439.806,1518.5955
332.288,101.325,0.5524,22,8,3.1139,46.131,0.10063,101.325,10.4524,3.29168,22.79065,0.36364,53.869,328.919,362.401,0.787502,0.27778462,1925.2059,2001.1207
349.474,101.325,0.4714,20,5,1.5,70.0,0.48302,101.325,8.48544,3.4487,25.23728,0.25,30.0,333.603,366.46,0.7,0.3,655.9788,676.0567
370.526,202.65,0.4714,15,6,1.5,62.0,0.33063,202.65,6.86451,2.58097,17.05153,0.4,38.0,360.419,390.99,0.7,0.3,1175.061,1211.1063
390.252,101.325,0.3202,23,12,3.1914,67.9,1.06341,101.325,5.74748,1.37394,11.77477,0.52174,32.1,344.426,372.958,0.778558,0.10352804,1169.7002,1230.4962
389.713,121.59,0.4649,21,15,1.5445,61.747,1.0618,121.59,5.77847,1.31393,21.55602,0.71429,38.253,340.686,372.858,0.702993,0.3,932.424,961.0087
349.845,101.325,0.3899,20,8,2.0158,58.722,0.34753,101.325,8.45017,3.99713,15.7247,0.4,41.278,339.049,370.113,0.729187,0.15136531,1086.3243,1134.6166
358.236,202.65,0.3347,23,12,3.1885,36.005,-0.06419,202.65,7.75559,4.40847,3.12481,0.52174,63.995,370.659,397.494,0.779325,1e-06,3295.1791,3493.8657
397.15,152.0,0.6543,30,11,2.5048,65.521,1.10013,152.0,5.45624,2.53342,24.56805,0.36667,34.479,338.494,369.841,0.772874,0.3,1287.3293,1333.9752
354.486,101.325,0.6151,22,18,2.0696,57.933,0.86787,101.325,8.03005,3.61748,24.27346,0.81818,42.067,325.687,358.871,0.739,0.3,1126.0399,1163.9858
346.457,152.0,0.6775,13,6,2.7373,42.931,0.29431,152.0,8.80398,2.34788,14.44089,0.46154,57.069,337.37,368.247,0.75229,0.3,2275.599,2354.9617
320.0,121.59,0.6429,15,12,2.0714,38.0,-0.05582,121.59,12.40537,1.44618,20.46347,0.8,62.0,330.804,363.059,0.730768,0.3,1820.1443,1880.6165
363.654,121.59,0.5976,10,6,3.4531,59.139,0.9335,121.59,7.30901,4.90946,10.23836,0.6,40.861,333.066,365.833,0.749416,0.3,1736.7122,1796.7412
374.737,202.65,0.5857,15,12,2.9286,38.0,0.68422,202.65,6.60125,3.9779,13.89763,0.8,62.0,353.412,384.579,0.763265,0.29602629,2998.0927,3106.1154
374.737,121.59,0.4143,20,8,1.7857,30.0,0.98484,121.59,6.57498,1.44063,2.55425,0.4,70.0,344.074,375.209,0.717205,1e-06,1865.8453,1968.644
354.322,101.325,0.4136,20,15,3.0277,47.164,0.53434,101.325,8.04426,4.29426,7.31346,0.75,52.836,337.378,369.089,0.772809,0.01123456,1850.8409,1959.6921
324.211,121.59,0.4714,25,10,1.5,38.0,-0.083,121.59,11.67631,2.20792,20.06929,0.4,62.0,340.274,372.546,0.7,0.09849624,1485.0144,1553.7681
370.526,152.0,0.3571,15,6,2.0714,46.0,0.47259,152.0,6.84744,2.67898,1.95159,0.4,54.0,356.984,385.64,0.725417,1e-06,1773.2447,1872.2117
374.737,202.65,0.5857,20,11,3.5,62.0,0.68422,202.65,6.60125,4.28896,16.97636,0.55,38.0,353.412,384.579,0.798363,0.3,2099.1252,2179.9723
320.37,202.65,0.3802,23,6,2.238,32.354,-0.2,202.65,12.38772,3.38014,3.89123,0.26087,67.646,366.983,395.443,0.7427,1e-06,2700.2558,2855.2773
324.211,121.59,0.4714,30,25,2.3571,54.0,-0.083,121.59,11.67631,2.88954,31.32745,0.83333,46.0,340.274,372.546,0.756846,0.22829548,1473.0752,1533.2796
400.0,202.65,0.5857,20,16,1.7857,30.0,1.05654,202.65,5.35232,1.88791,17.51814,0.8,70.0,353.412,384.579,0.719291,0.27403549,2408.4384,2490.611
374.737,121.59,0.4714,15,3,3.2143,30.0,1.00803,121.59,6.57498,2.70327,1.88245,0.2,70.0,340.274,372.546,0.766931,1e-06,2811.8702,2978.2612
386.777,152.0,0.4982,21,9,2.1478,64.762,1.02858,152.0,5.92867,1.92574,19.76428,0.42857,35.238,347.102,378.982,0.739578,0.3,1184.6641,1224.5369
387.368,202.65,0.3,20,10,3.2143,38.0,0.5411,202.65,5.91432,2.384,2.36369,0.5,62.0,373.664,398.991,0.772674,1e-06,3213.782,3405.6018
396.697,202.65,0.4205,24,11,3.462,52.48,1.01159,202.65,5.489,2.11662,10.80321,0.45833,47.52,363.961,393.536,0.795255,0.08122229,2603.4681,2747.1384
395.789,121.59,0.6429,30,8,2.0714,70.0,1.12001,121.59,5.50573,2.21583,26.6845,0.26667,30.0,330.804,363.059,0.744679,0.3,879.8705,909.6445
370.526,202.65,0.4714,25,19,3.5,70.0,0.33063,202.65,6.86451,4.31753,21.46553,0.76,30.0,360.419,390.99,0.801589,0.3,1656.7778,1721.0717
400.0,202.65,0.5857,20,8,2.3571,70.0,1.05654,202.65,5.35232,2.27977,17.1545,0.4,30.0,353.412,384.579,0.751848,0.3,1240.8427,1283.7364
378.947,121.59,0.3571,10,6,2.3571,70.0,1.00462,121.59,6.3309,1.45378,7.88821,0.6,30.0,348.29,377.689,0.722475,0.2005721,963.3085,1001.8271
391.914,121.59,0.4905,29,11,2.1028,30.194,1.07443,121.59,5.67672,1.70785,3.38578,0.37931,69.806,339.09,371.614,0.742103,1e-06,2068.5143,2186.5523
394.894,101.325,0.353,12,9,1.7479,49.852,1.08524,101.325,5.5388,0.94835,1.39665,0.75,50.148,341.8,371.647,0.709323,1e-06,1204.4342,1269.8439
324.786,121.59,0.5254,13,8,3.1853,63.698,-0.06316,121.59,11.58221,3.25988,15.93349,0.61538,36.302,337.011,369.832,0.75973,0.3,1448.9646,1500.475
395.786,101.325,0.6937,15,3,2.5303,60.874,1.15388,101.325,5.5004,2.78552,13.05429,0.2,39.126,322.047,353.818,0.752431,0.3,1203.2725,1244.8679
371.035,121.59,0.3287,15,4,3.2137,35.998,0.72343,121.59,6.80449,2.36643,1.92136,0.26667,64.002,350.564,378.861,0.760426,1e-06,2571.8783,2722.7683
383.663,121.59,0.5542,11,6,2.5614,31.581,1.05636,121.59,6.07705,2.66583,7.45381,0.54545,68.419,335.383,368.292,0.735177,0.16219586,2328.3383,2430.8551
350.139,101.325,0.6653,19,5,1.7173,32.425,0.82723,101.325,8.42242,3.67467,22.90232,0.26316,67.575,323.316,355.741,0.715147,0.3,1604.154,1655.2478
336.149,202.65,0.4871,14,9,1.8257,49.92,-0.12006,202.65,9.99582,2.13932,16.27345,0.64286,50.08,359.387,390.174,0.715631,0.25775806,1748.197,1809.9787
395.789,101.325,0.4143,25,14,2.3571,30.0,1.09801,101.325,5.50023,1.42975,2.85618,0.56,70.0,337.332,369.059,0.751468,1e-06,2047.281,2165.6648
353.684,101.325,0.3,30,19,2.6429,38.0,0.27345,101.325,8.09996,3.94308,4.18724,0.63333,62.0,346.135,373.743,0.763485,1e-06,1965.7427,2081.6173
357.895,202.65,0.4143,15,10,2.3571,62.0,-0.03369,202.65,7.78328,3.2072,13.25478,0.66667,38.0,364.416,393.838,0.737626,0.21610915,1573.3391,1636.6392
370.526,152.0,0.3,10,3,1.7857,38.0,0.33367,152.0,6.84744,2.44119,1.30865,0.3,62.0,361.758,388.037,0.70801,1e-06,1849.024,1949.6439
357.895,101.325,0.7,30,13,2.0714,54.0,1.01658,101.325,7.74456,3.46781,31.88589,0.43333,46.0,321.771,353.373,0.746233,0.3,1231.3562,1273.5352
383.58,101.325,0.5979,18,8,1.5947,43.561,1.08691,101.325,6.07528,1.94985,18.83079,0.44444,56.439,326.542,359.878,0.706268,0.3,1280.2875,1319.963
324.211,152.0,0.4714,30,26,2.0714,30.0,-0.12706,152.0,11.69381,2.50079,4.96393,0.86667,70.0,348.802,380.342,0.740017,1e-06,2295.9994,2427.1633
342.752,152.0,0.5997,16,13,1.7796,33.761,0.04597,152.0,9.19495,1.64544,20.0122,0.8125,66.239,341.279,373.313,0.716373,0.3,1969.8144,2032.9222
374.737,121.59,0.4143,15,10,2.3571,54.0,0.98484,121.59,6.57498,1.80859,9.88225,0.66667,46.0,344.074,375.209,0.737626,0.13884734,1475.3269,1543.2312
332.632,101.325,0.5857,10,3,2.9286,46.0,0.1637,101.325,10.40561,3.41694,12.39304,0.3,54.0,327.162,360.573,0.73938,0.3,1849.8162,1912.4443
394.455,101.325,0.4329,24,3,2.2226,69.8,1.09614,101.325,5.55792,1.46377,21.38364,0.125,30.2,336.077,368.236,0.744352,0.29809815,848.3562,877.224
324.211,121.59,0.6429,25,16,2.9286,70.0,-0.03407,121.59,11.67631,1.82645,28.31082,0.64,30.0,330.804,363.059,0.789657,0.3,1121.3852,1163.922
400.0,152.0,0.3,15,9,1.7857,46.0,1.04387,152.0,5.33901,0.79287,1.70634,0.6,54.0,361.758,388.037,0.712868,1e-06,1609.8869,1697.9156
356.512,202.65,0.6552,10,3,2.8601,48.866,0.22479,202.65,7.89741,2.38424,10.92643,0.3,51.134,349.683,380.063,0.739625,0.3,2433.9733,2516.4124
378.947,121.59,0.4143,30,3,1.7857,70.0,1.01371,121.59,6.3309,1.35755,29.52529,0.1,30.0,344.074,375.209,0.720329,0.28312424,799.4865,826.1785
367.542,121.59,0.3911,15,12,2.1701,67.185,0.71495,121.59,7.03503,2.28338,13.13309,0.8,32.815,345.733,376.237,0.729978,0.2255318,994.3928,1032.9011
353.684,101.325,0.3,20,13,2.3571,62.0,0.27345,101.325,8.09996,3.77532,9.13942,0.65,38.0,346.135,373.743,0.742506,0.02878681,1112.1185,1173.2822
332.632,121.59,0.3,30,15,1.5,30.0,-0.10523,121.59,10.41601,3.68888,4.79447,0.5,70.0,352.999,380.011,0.7,1e-06,1676.626,1766.9576
387.368,202.65,0.3,10,3,2.3571,54.0,0.5411,202.65,5.91432,1.97608,1.20357,0.3,46.0,373.664,398.991,0.721528,1e-06,1906.9712,2012.7901
378.947,121.59,0.3571,30,6,1.5,70.0,1.00462,121.59,6.3309,0.97412,25.50133,0.2,30.0,348.29,377.689,0.7,0.21020408,718.6097,745.4725
395.789,121.59,0.5286,25,20,3.2143,62.0,1.09578,121.59,5.50573,2.45321,19.35497,0.8,38.0,336.828,369.667,0.795108,0.3,1523.1779,1581.2027
387.368,202.65,0.3571,25,19,1.7857,30.0,0.67033,202.65,5.91432,1.59579,3.01211,0.76,70.0,368.81,396.496,0.718376,1e-06,2408.5568,2541.5821
320.438,101.325,0.4019,29,19,3.2034,65.789,-0.09174,101.325,12.31378,4.52746,26.73854,0.65517,34.211,338.194,369.598,0.791323,0.19938406,1248.8699,1306.1907
341.053,152.0,0.4143,25,15,2.6429,54.0,-0.06012,152.0,9.38445,3.58018,17.40239,0.6,46.0,352.689,383.084,0.76506,0.11547818,1786.0633,1875.7641
349.474,202.65,0.4714,20,5,1.5,70.0,-0.05655,202.65,8.52787,1.98584,25.29615,0.25,30.0,360.419,390.99,0.7,0.3,927.6452,956.2518
388.451,101.325,0.6404,15,6,3.0075,33.51,1.11411,101.325,5.83255,3.16671,12.93589,0.4,66.49,324.47,357.331,0.768087,0.3,2318.375,2401.8607
322.872,121.59,0.4531,23,15,3.0751,69.468,-0.09599,121.59,11.90022,3.69085,26.79395,0.65217,30.532,341.451,373.422,0.782209,0.3,1184.4892,1228.7832
387.368,202.65,0.3,20,6,2.0714,30.0,0.5411,202.65,5.91432,1.7002,2.40028,0.3,70.0,373.664,398.991,0.729922,1e-06,2653.216,2802.2984
357.895,202.65,0.3571,15,7,2.9286,70.0,-0.0564,202.65,7.78328,4.23408,11.88185,0.46667,30.0,368.81,396.496,0.754146,0.18699877,1451.673,1515.3041
328.421,101.325,0.4714,30,20,3.5,38.0,-0.02678,101.325,11.00492,3.95204,4.71756,0.66667,62.0,333.603,366.46,0.807845,1e-06,2419.9319,2571.4721
370.526,202.65,0.3,10,7,2.3571,38.0,-0.01621,202.65,6.86451,3.80452,1.30446,0.7,62.0,373.664,398.991,0.721528,1e-06,2570.2261,2713.0226
349.474,101.325,0.4143,10,3,2.0714,30.0,0.38268,101.325,8.48544,4.38963,1.45046,0.3,70.0,337.332,369.059,0.716487,1e-06,1878.0467,1981.5309
320.0,202.65,0.4714,15,7,2.3571,46.0,-0.2,202.65,12.45495,2.61807,13.903,0.46667,54.0,360.419,390.99,0.739147,0.15715079,2235.4788,2336.1011
392.996,202.65,0.5851,24,6,2.9272,38.358,1.03073,202.65,5.65044,2.76362,17.90431,0.25,61.642,353.447,384.616,0.78502,0.26383044,2974.7287,3094.3593
353.684,101.325,0.4143,15,6,3.5,70.0,0.51539,101.325,8.09996,5.13695,13.91076,0.4,30.0,337.332,369.059,0.771383,0.26124384,1174.2681,1220.4717
353.684,101.325,0.3,20,8,2.0714,30.0,0.27345,101.325,8.09996,3.47074,2.82498,0.4,70.0,346.135,373.743,0.729922,1e-06,1876.0991,1981.5507
349.474,101.325,0.4714,10,3,3.2143,38.0,0.48302,101.325,8.48544,6.17717,4.73828,0.3,62.0,333.603,366.46,0.741662,0.03052207,2277.9369,2402.754
378.947,121.59,0.5286,15,4,1.5,54.0,1.03403,121.59,6.3309,1.69957,16.33523,0.26667,46.0,336.828,369.667,0.7,0.3,1101.8613,1135.4767
370.526,152.0,0.3571,15,8,2.9286,54.0,0.47259,152.0,6.84744,3.47218,5.69487,0.53333,46.0,356.984,385.64,0.754146,0.01895524,1927.8119,2037.1068
384.718,202.65,0.5553,16,10,2.3426,53.501,0.94632,202.65,6.04698,2.62573,15.08152,0.625,46.499,355.163,386.394,0.743045,0.3,1916.1431,1981.3728
357.895,101.325,0.4714,20,14,3.2143,30.0,0.73931,101.325,7.74456,3.93119,2.71226,0.7,70.0,333.603,366.46,0.782257,1e-06,2563.8221,2718.8119
351.321,202.65,0.5314,13,9,2.027,42.986,-0.02723,202.65,8.354,2.08268,14.37492,0.69231,57.014,356.59,387.758,0.723239,0.27705504,2130.7889,2204.0339
380.443,121.59,0.5569,30,24,2.6437,63.525,1.04509,121.59,6.24824,2.55862,26.29801,0.8,36.475,335.235,368.145,0.776074,0.3,1265.9346,1312.2491
320.0,121.59,0.3571,10,5,2.0714,62.0,-0.14617,121.59,12.40537,4.10119,9.11817,0.5,38.0,348.29,377.689,0.715821,0.13730778,1116.8263,1166.7209
341.053,121.59,0.5857,10,3,1.5,70.0,0.22434,121.59,9.37041,2.08643,13.20405,0.3,30.0,333.686,366.525,0.7,0.3,718.5768,740.6231
341.053,152.0,0.4714,15,11,3.2143,70.0,-0.04004,152.0,9.38445,3.72141,16.47688,0.73333,30.0,348.802,380.342,0.766931,0.3,1347.3483,1396.0056
378.947,121.59,0.5857,30,10,2.0714,38.0,1.04555,121.59,6.3309,2.36179,28.99247,0.33333,62.0,333.686,366.525,0.743125,0.3,1818.4909,1880.352
332.602,202.65,0.336,11,3,1.9277,37.228,-0.19606,202.65,10.46169,3.49055,1.75332,0.27273,62.772,370.549,397.437,0.713743,1e-06,2270.6118,2395.6086
332.632,121.59,0.7,10,3,1.7857,54.0,0.14442,121.59,10.41601,1.26753,13.42898,0.3,46.0,328.15,359.18,0.710475,0.3,1226.7399,1265.4457
324.211,121.59,0.6429,30,18,3.5,62.0,-0.03407,121.59,11.67631,2.05301,31.15534,0.6,38.0,330.804,363.059,0.82041,0.3,1623.1598,1688.7309
349.474,202.65,0.6429,15,6,2.6429,70.0,-0.00438,202.65,8.52787,1.69407,16.28588,0.4,30.0,350.321,380.908,0.755249,0.3,1345.999,1393.3035
357.895,202.65,0.3,30,19,1.5,46.0,-0.08148,202.65,7.78328,2.89466,4.19833,0.63333,54.0,373.664,398.991,0.7,1e-06,1669.7685,1759.7311
344.852,202.65,0.403,21,6,1.6814,58.151,-0.10537,202.65,8.99205,2.58802,19.13407,0.28571,41.849,365.247,394.375,0.711364,0.18116071,1386.7078,1443.4302
353.684,101.325,0.3,10,6,1.5,54.0,0.27345,101.325,8.09996,2.82291,1.42664,0.6,46.0,346.135,373.743,0.7,1e-06,1005.8125,1059.8841
328.421,121.59,0.7,25,12,2.6429,30.0,0.00873,121.59,11.01593,1.36049,28.52928,0.48,70.0,328.15,359.18,0.778203,0.3,2428.4412,2518.2353
393.26,202.65,0.646,19,13,2.4498,38.651,1.04608,202.65,5.63863,2.71026,16.5749,0.68421,61.349,350.156,380.693,0.756836,0.3,2606.3875,2697.961
395.789,101.325,0.5286,20,13,2.6429,54.0,1.11786,101.325,5.50023,2.12928,16.90021,0.65,46.0,330.231,363.646,0.763177,0.3,1458.5664,1510.3742
347.531,121.59,0.5887,26,18,2.687,43.815,0.42666,121.59,8.68303,3.80981,26.85966,0.69231,56.185,333.527,366.35,0.776415,0.3,1973.0875,2045.6764
397.953,101.325,0.4896,23,18,1.7006,68.648,1.11866,101.325,5.40916,1.37768,22.03905,0.78261,31.352,332.497,365.592,0.713899,0.3,739.8104,763.0014
394.142,152.0,0.6341,22,12,3.1488,65.176,1.08423,152.0,5.58556,3.02346,17.25241,0.54545,34.824,339.502,371.17,0.793516,0.3,1536.6277,1594.9583
320.0,121.59,0.3571,15,7,2.3571,70.0,-0.14617,121.59,12.40537,4.30347,15.44616,0.46667,30.0,348.29,377.689,0.736106,0.19473001,962.2141,1002.5384
331.17,121.59,0.6181,29,24,2.2557,55.078,-0.00441,121.59,10.61788,1.7096,34.66786,0.82759,44.922,332.023,364.605,0.755652,0.3,1395.2206,1444.2981
400.0,152.0,0.5857,30,6,2.0714,30.0,1.09477,152.0,5.33901,1.99076,21.50099,0.2,70.0,342.031,374.153,0.743125,0.21842271,2295.5798,2388.0636
332.632,101.325,0.5857,30,3,3.2143,38.0,0.1637,101.325,10.40561,3.14744,26.68015,0.1,62.0,327.162,360.573,0.80474,0.2283563,2266.8442,2368.0508
374.737,202.65,0.3,15,3,2.6429,54.0,0.04235,202.65,6.60125,3.82151,1.90236,0.2,46.0,373.664,398.991,0.743719,1e-06,2065.7064,2184.1754
